UTC,Lokalzeit,Lufttemperatur
2021-12-30 13:00:00,2021-12-30 14:00:00,15.55821
2021-12-30 14:00:00,2021-12-30 15:00:00,15.53473
2021-12-30 15:00:00,2021-12-30 16:00:00,15.11041
2021-12-30 16:00:00,2021-12-30 17:00:00,14.82522
2021-12-30 17:00:00,2021-12-30 18:00:00,14.48954
2021-12-30 18:00:00,2021-12-30 19:00:00,14.53516
2021-12-30 19:00:00,2021-12-30 20:00:00,14.05647
2021-12-30 20:00:00,2021-12-30 21:00:00,13.85512
2021-12-30 21:00:00,2021-12-30 22:00:00,12.87813
2021-12-30 22:00:00,2021-12-30 23:00:00,11.76765
2021-12-30 23:00:00,2021-12-31 00:00:00,10.71227
2021-12-31 00:00:00,2021-12-31 01:00:00,9.895823
2021-12-31 01:00:00,2021-12-31 02:00:00,9.07295
2021-12-31 02:00:00,2021-12-31 03:00:00,8.577574
2021-12-31 03:00:00,2021-12-31 04:00:00,7.944589
2021-12-31 04:00:00,2021-12-31 05:00:00,7.653391
2021-12-31 05:00:00,2021-12-31 06:00:00,7.430768
2021-12-31 06:00:00,2021-12-31 07:00:00,7.668391
2021-12-31 07:00:00,2021-12-31 08:00:00,7.070066
2021-12-31 08:00:00,2021-12-31 09:00:00,6.98365
2021-12-31 09:00:00,2021-12-31 10:00:00,7.143761
2021-12-31 10:00:00,2021-12-31 11:00:00,8.483294
2021-12-31 11:00:00,2021-12-31 12:00:00,10.61624
2021-12-31 12:00:00,2021-12-31 13:00:00,13.29021
2021-12-31 13:00:00,2021-12-31 14:00:00,14.53149
2021-12-31 14:00:00,2021-12-31 15:00:00,16.78115
2021-12-31 15:00:00,2021-12-31 16:00:00,16.56737
2021-12-31 16:00:00,2021-12-31 17:00:00,15.65728
2021-12-31 17:00:00,2021-12-31 18:00:00,14.78416
2021-12-31 18:00:00,2021-12-31 19:00:00,14.39594
2021-12-31 19:00:00,2021-12-31 20:00:00,14.15576
2021-12-31 20:00:00,2021-12-31 21:00:00,14.33622
2021-12-31 21:00:00,2021-12-31 22:00:00,13.13711
2021-12-31 22:00:00,2021-12-31 23:00:00,11.67512
2021-12-31 23:00:00,2022-01-01 00:00:00,10.69463
2022-01-01 00:00:00,2022-01-01 01:00:00,9.456028
2022-01-01 01:00:00,2022-01-01 02:00:00,8.403416
2022-01-01 02:00:00,2022-01-01 03:00:00,7.65138
2022-01-01 03:00:00,2022-01-01 04:00:00,6.773254
2022-01-01 04:00:00,2022-01-01 05:00:00,6.69968
2022-01-01 05:00:00,2022-01-01 06:00:00,6.250162
2022-01-01 06:00:00,2022-01-01 07:00:00,6.695343
2022-01-01 07:00:00,2022-01-01 08:00:00,6.265502
2022-01-01 08:00:00,2022-01-01 09:00:00,6.127507
2022-01-01 09:00:00,2022-01-01 10:00:00,6.82099
2022-01-01 10:00:00,2022-01-01 11:00:00,8.109717
2022-01-01 11:00:00,2022-01-01 12:00:00,10.13801
2022-01-01 12:00:00,2022-01-01 13:00:00,13.39495
2022-01-01 13:00:00,2022-01-01 14:00:00,14.52002
2022-01-01 14:00:00,2022-01-01 15:00:00,15.19478
2022-01-01 15:00:00,2022-01-01 16:00:00,13.82226
2022-01-01 16:00:00,2022-01-01 17:00:00,11.97779
2022-01-01 17:00:00,2022-01-01 18:00:00,10.5156
2022-01-01 18:00:00,2022-01-01 19:00:00,9.644556
2022-01-01 19:00:00,2022-01-01 20:00:00,8.68386
2022-01-01 20:00:00,2022-01-01 21:00:00,7.776889
2022-01-01 21:00:00,2022-01-01 22:00:00,8.02339
2022-01-01 22:00:00,2022-01-01 23:00:00,7.93049
2022-01-01 23:00:00,2022-01-02 00:00:00,7.697947
2022-01-02 00:00:00,2022-01-02 01:00:00,7.869667
2022-01-02 01:00:00,2022-01-02 02:00:00,7.470271
2022-01-02 02:00:00,2022-01-02 03:00:00,7.489397
2022-01-02 03:00:00,2022-01-02 04:00:00,7.521319
2022-01-02 04:00:00,2022-01-02 05:00:00,7.458618
2022-01-02 05:00:00,2022-01-02 06:00:00,7.548756
2022-01-02 06:00:00,2022-01-02 07:00:00,7.136606
2022-01-02 07:00:00,2022-01-02 08:00:00,7.409304
2022-01-02 08:00:00,2022-01-02 09:00:00,7.55061
2022-01-02 09:00:00,2022-01-02 10:00:00,8.334786
2022-01-02 10:00:00,2022-01-02 11:00:00,11.98438
2022-01-02 11:00:00,2022-01-02 12:00:00,14.26936
2022-01-02 12:00:00,2022-01-02 13:00:00,14.95611
2022-01-02 13:00:00,2022-01-02 14:00:00,15.96638
2022-01-02 14:00:00,2022-01-02 15:00:00,16.61951
2022-01-02 15:00:00,2022-01-02 16:00:00,16.25834
2022-01-02 16:00:00,2022-01-02 17:00:00,15.71927
2022-01-02 17:00:00,2022-01-02 18:00:00,15.4098
2022-01-02 18:00:00,2022-01-02 19:00:00,14.72958
2022-01-02 19:00:00,2022-01-02 20:00:00,14.29417
2022-01-02 20:00:00,2022-01-02 21:00:00,13.59734
2022-01-02 21:00:00,2022-01-02 22:00:00,13.06351
2022-01-02 22:00:00,2022-01-02 23:00:00,12.83788
2022-01-02 23:00:00,2022-01-03 00:00:00,12.83453
2022-01-03 00:00:00,2022-01-03 01:00:00,12.63489
2022-01-03 01:00:00,2022-01-03 02:00:00,12.38663
2022-01-03 02:00:00,2022-01-03 03:00:00,12.24941
2022-01-03 03:00:00,2022-01-03 04:00:00,12.11319
2022-01-03 04:00:00,2022-01-03 05:00:00,11.89224
2022-01-03 05:00:00,2022-01-03 06:00:00,11.70867
2022-01-03 06:00:00,2022-01-03 07:00:00,11.55996
2022-01-03 07:00:00,2022-01-03 08:00:00,11.43326
2022-01-03 08:00:00,2022-01-03 09:00:00,11.34879
2022-01-03 09:00:00,2022-01-03 10:00:00,11.44825
2022-01-03 10:00:00,2022-01-03 11:00:00,11.56436
2022-01-03 11:00:00,2022-01-03 12:00:00,11.67004
2022-01-03 12:00:00,2022-01-03 13:00:00,11.75
2022-01-03 13:00:00,2022-01-03 14:00:00,11.97017
2022-01-03 14:00:00,2022-01-03 15:00:00,12.13736
2022-01-03 15:00:00,2022-01-03 16:00:00,12.20447
2022-01-03 16:00:00,2022-01-03 17:00:00,12.20041
2022-01-03 17:00:00,2022-01-03 18:00:00,12.18929
2022-01-03 18:00:00,2022-01-03 19:00:00,12.15464
2022-01-03 19:00:00,2022-01-03 20:00:00,12.34485
2022-01-03 20:00:00,2022-01-03 21:00:00,12.58664
2022-01-03 21:00:00,2022-01-03 22:00:00,12.89491
2022-01-03 22:00:00,2022-01-03 23:00:00,13.26868
2022-01-03 23:00:00,2022-01-04 00:00:00,13.08105
2022-01-04 00:00:00,2022-01-04 01:00:00,12.98401
2022-01-04 01:00:00,2022-01-04 02:00:00,12.86723
2022-01-04 02:00:00,2022-01-04 03:00:00,13.31505
2022-01-04 03:00:00,2022-01-04 04:00:00,13.55426
2022-01-04 04:00:00,2022-01-04 05:00:00,13.31064
2022-01-04 05:00:00,2022-01-04 06:00:00,12.63765
2022-01-04 06:00:00,2022-01-04 07:00:00,12.99091
2022-01-04 07:00:00,2022-01-04 08:00:00,14.49198
2022-01-04 08:00:00,2022-01-04 09:00:00,15.56527
2022-01-04 09:00:00,2022-01-04 10:00:00,15.29575
2022-01-04 11:00:00,2022-01-04 12:00:00,NA
2022-01-04 11:00:00,2022-01-04 12:00:00,16.21106
2022-01-04 12:00:00,2022-01-04 13:00:00,14.29725
2022-01-04 13:00:00,2022-01-04 14:00:00,13.75112
2022-01-04 14:00:00,2022-01-04 15:00:00,12.4063
2022-01-04 15:00:00,2022-01-04 16:00:00,12.3044
2022-01-04 16:00:00,2022-01-04 17:00:00,12.43578
2022-01-04 17:00:00,2022-01-04 18:00:00,9.905484
2022-01-04 18:00:00,2022-01-04 19:00:00,8.078015
2022-01-04 19:00:00,2022-01-04 20:00:00,7.278938
2022-01-04 20:00:00,2022-01-04 21:00:00,6.4874
2022-01-04 21:00:00,2022-01-04 22:00:00,5.948928
2022-01-04 22:00:00,2022-01-04 23:00:00,5.679956
2022-01-04 23:00:00,2022-01-05 00:00:00,5.02502
2022-01-05 00:00:00,2022-01-05 01:00:00,5.160006
2022-01-05 01:00:00,2022-01-05 02:00:00,5.729531
2022-01-05 02:00:00,2022-01-05 03:00:00,6.302929
2022-01-05 03:00:00,2022-01-05 04:00:00,6.397508
2022-01-05 04:00:00,2022-01-05 05:00:00,6.184479
2022-01-05 05:00:00,2022-01-05 06:00:00,5.813693
2022-01-05 06:00:00,2022-01-05 07:00:00,4.231824
2022-01-05 07:00:00,2022-01-05 08:00:00,3.981636
2022-01-05 08:00:00,2022-01-05 09:00:00,3.450122
2022-01-05 09:00:00,2022-01-05 10:00:00,3.110482
2022-01-05 10:00:00,2022-01-05 11:00:00,3.121942
2022-01-05 11:00:00,2022-01-05 12:00:00,3.349842
2022-01-05 12:00:00,2022-01-05 13:00:00,3.985227
2022-01-05 13:00:00,2022-01-05 14:00:00,4.385101
2022-01-05 14:00:00,2022-01-05 15:00:00,5.118108
2022-01-05 15:00:00,2022-01-05 16:00:00,4.205925
2022-01-05 16:00:00,2022-01-05 17:00:00,3.816732
2022-01-05 17:00:00,2022-01-05 18:00:00,3.467488
2022-01-05 18:00:00,2022-01-05 19:00:00,3.128615
2022-01-05 19:00:00,2022-01-05 20:00:00,3.060772
2022-01-05 20:00:00,2022-01-05 21:00:00,3.03196
2022-01-05 21:00:00,2022-01-05 22:00:00,3.060642
2022-01-05 22:00:00,2022-01-05 23:00:00,3.182623
2022-01-05 23:00:00,2022-01-06 00:00:00,3.159183
2022-01-06 00:00:00,2022-01-06 01:00:00,3.215486
2022-01-06 01:00:00,2022-01-06 02:00:00,3.044276
2022-01-06 02:00:00,2022-01-06 03:00:00,2.606319
2022-01-06 03:00:00,2022-01-06 04:00:00,2.298504
2022-01-06 04:00:00,2022-01-06 05:00:00,2.075639
2022-01-06 05:00:00,2022-01-06 06:00:00,2.035739
2022-01-06 06:00:00,2022-01-06 07:00:00,2.028519
2022-01-06 07:00:00,2022-01-06 08:00:00,1.927173
2022-01-06 08:00:00,2022-01-06 09:00:00,1.909478
2022-01-06 09:00:00,2022-01-06 10:00:00,1.942639
2022-01-06 10:00:00,2022-01-06 11:00:00,2.233597
2022-01-06 11:00:00,2022-01-06 12:00:00,2.545044
2022-01-06 12:00:00,2022-01-06 13:00:00,3.154735
2022-01-06 13:00:00,2022-01-06 14:00:00,3.613
2022-01-06 14:00:00,2022-01-06 15:00:00,3.86728
2022-01-06 15:00:00,2022-01-06 16:00:00,3.954021
2022-01-06 16:00:00,2022-01-06 17:00:00,3.632933
2022-01-06 17:00:00,2022-01-06 18:00:00,2.761918
2022-01-06 18:00:00,2022-01-06 19:00:00,1.911464
2022-01-06 19:00:00,2022-01-06 20:00:00,1.528811
2022-01-06 20:00:00,2022-01-06 21:00:00,1.214014
2022-01-06 21:00:00,2022-01-06 22:00:00,0.5477555
2022-01-06 22:00:00,2022-01-06 23:00:00,-0.00612361
2022-01-06 23:00:00,2022-01-07 00:00:00,-0.3566333
2022-01-07 00:00:00,2022-01-07 01:00:00,-0.666975
2022-01-07 01:00:00,2022-01-07 02:00:00,-0.8446499
2022-01-07 02:00:00,2022-01-07 03:00:00,-1.018994
2022-01-07 03:00:00,2022-01-07 04:00:00,-0.9759986
2022-01-07 04:00:00,2022-01-07 05:00:00,-0.9253861
2022-01-07 05:00:00,2022-01-07 06:00:00,-0.7991889
2022-01-07 06:00:00,2022-01-07 07:00:00,-0.6377361
2022-01-07 07:00:00,2022-01-07 08:00:00,-0.4381305
2022-01-07 08:00:00,2022-01-07 09:00:00,0.3646625
2022-01-07 09:00:00,2022-01-07 10:00:00,2.06691
2022-01-07 10:00:00,2022-01-07 11:00:00,2.974347
2022-01-07 11:00:00,2022-01-07 12:00:00,2.998005
2022-01-07 12:00:00,2022-01-07 13:00:00,2.814815
2022-01-07 13:00:00,2022-01-07 14:00:00,2.957037
2022-01-07 14:00:00,2022-01-07 15:00:00,3.140071
2022-01-07 15:00:00,2022-01-07 16:00:00,3.002982
2022-01-07 16:00:00,2022-01-07 17:00:00,3.478303
2022-01-07 17:00:00,2022-01-07 18:00:00,2.490865
2022-01-07 18:00:00,2022-01-07 19:00:00,2.411915
2022-01-07 19:00:00,2022-01-07 20:00:00,2.62483
2022-01-07 20:00:00,2022-01-07 21:00:00,2.917591
2022-01-07 21:00:00,2022-01-07 22:00:00,3.482978
2022-01-07 22:00:00,2022-01-07 23:00:00,3.716064
2022-01-07 23:00:00,2022-01-08 00:00:00,4.164068
2022-01-08 00:00:00,2022-01-08 01:00:00,4.974786
2022-01-08 01:00:00,2022-01-08 02:00:00,5.122918
2022-01-08 02:00:00,2022-01-08 03:00:00,4.096679
2022-01-08 03:00:00,2022-01-08 04:00:00,4.093502
2022-01-08 04:00:00,2022-01-08 05:00:00,4.056758
2022-01-08 05:00:00,2022-01-08 06:00:00,3.760683
2022-01-08 06:00:00,2022-01-08 07:00:00,3.332748
2022-01-08 07:00:00,2022-01-08 08:00:00,2.871797
2022-01-08 08:00:00,2022-01-08 09:00:00,2.57056
2022-01-08 09:00:00,2022-01-08 10:00:00,2.76019
2022-01-08 10:00:00,2022-01-08 11:00:00,3.008032
2022-01-08 11:00:00,2022-01-08 12:00:00,3.621011
2022-01-08 12:00:00,2022-01-08 13:00:00,4.400614
2022-01-08 13:00:00,2022-01-08 14:00:00,4.452084
2022-01-08 14:00:00,2022-01-08 15:00:00,4.733183
2022-01-08 15:00:00,2022-01-08 16:00:00,5.240068
2022-01-08 16:00:00,2022-01-08 17:00:00,5.488837
2022-01-08 17:00:00,2022-01-08 18:00:00,5.885617
2022-01-08 18:00:00,2022-01-08 19:00:00,6.092119
2022-01-08 19:00:00,2022-01-08 20:00:00,6.637918
2022-01-08 20:00:00,2022-01-08 21:00:00,7.220097
2022-01-08 21:00:00,2022-01-08 22:00:00,7.29589
2022-01-08 22:00:00,2022-01-08 23:00:00,7.585283
2022-01-08 23:00:00,2022-01-09 00:00:00,7.512154
2022-01-09 00:00:00,2022-01-09 01:00:00,6.556364
2022-01-09 01:00:00,2022-01-09 02:00:00,7.352521
2022-01-09 02:00:00,2022-01-09 03:00:00,7.213457
2022-01-09 03:00:00,2022-01-09 04:00:00,6.420163
2022-01-09 04:00:00,2022-01-09 05:00:00,4.916246
2022-01-09 05:00:00,2022-01-09 06:00:00,4.080862
2022-01-09 06:00:00,2022-01-09 07:00:00,4.145046
2022-01-09 07:00:00,2022-01-09 08:00:00,4.022939
2022-01-09 08:00:00,2022-01-09 09:00:00,4.033916
2022-01-09 09:00:00,2022-01-09 10:00:00,4.051103
2022-01-09 10:00:00,2022-01-09 11:00:00,4.244054
2022-01-09 11:00:00,2022-01-09 12:00:00,4.628186
2022-01-09 12:00:00,2022-01-09 13:00:00,4.34757
2022-01-09 13:00:00,2022-01-09 14:00:00,5.695816
2022-01-09 14:00:00,2022-01-09 15:00:00,5.791058
2022-01-09 15:00:00,2022-01-09 16:00:00,5.213943
2022-01-09 16:00:00,2022-01-09 17:00:00,4.937389
2022-01-09 17:00:00,2022-01-09 18:00:00,4.699854
2022-01-09 18:00:00,2022-01-09 19:00:00,4.515197
2022-01-09 19:00:00,2022-01-09 20:00:00,4.390097
2022-01-09 20:00:00,2022-01-09 21:00:00,4.005864
2022-01-09 21:00:00,2022-01-09 22:00:00,3.722669
2022-01-09 22:00:00,2022-01-09 23:00:00,3.579244
2022-01-09 23:00:00,2022-01-10 00:00:00,2.97725
2022-01-10 00:00:00,2022-01-10 01:00:00,2.698776
2022-01-10 01:00:00,2022-01-10 02:00:00,2.62015
2022-01-10 02:00:00,2022-01-10 03:00:00,2.60649
2022-01-10 03:00:00,2022-01-10 04:00:00,2.714707
2022-01-10 04:00:00,2022-01-10 05:00:00,2.537765
2022-01-10 05:00:00,2022-01-10 06:00:00,2.543892
2022-01-10 06:00:00,2022-01-10 07:00:00,2.550429
2022-01-10 07:00:00,2022-01-10 08:00:00,2.57451
2022-01-10 08:00:00,2022-01-10 09:00:00,2.674821
2022-01-10 09:00:00,2022-01-10 10:00:00,2.672599
2022-01-10 10:00:00,2022-01-10 11:00:00,2.949996
2022-01-10 11:00:00,2022-01-10 12:00:00,4.12586
2022-01-10 12:00:00,2022-01-10 13:00:00,4.204368
2022-01-10 13:00:00,2022-01-10 14:00:00,4.561897
2022-01-10 14:00:00,2022-01-10 15:00:00,5.607762
2022-01-10 15:00:00,2022-01-10 16:00:00,5.568227
2022-01-10 16:00:00,2022-01-10 17:00:00,4.714602
2022-01-10 17:00:00,2022-01-10 18:00:00,3.339874
2022-01-10 18:00:00,2022-01-10 19:00:00,2.053008
2022-01-10 19:00:00,2022-01-10 20:00:00,1.276622
2022-01-10 20:00:00,2022-01-10 21:00:00,0.8654541
2022-01-10 21:00:00,2022-01-10 22:00:00,0.5565347
2022-01-10 22:00:00,2022-01-10 23:00:00,0.5027834
2022-01-10 23:00:00,2022-01-11 00:00:00,1.977715
2022-01-11 00:00:00,2022-01-11 01:00:00,0.672675
2022-01-11 01:00:00,2022-01-11 02:00:00,0.3348111
2022-01-11 02:00:00,2022-01-11 03:00:00,-0.03312778
2022-01-11 03:00:00,2022-01-11 04:00:00,0.06829028
2022-01-11 04:00:00,2022-01-11 05:00:00,-0.1023125
2022-01-11 05:00:00,2022-01-11 06:00:00,-1.117528
2022-01-11 06:00:00,2022-01-11 07:00:00,-1.526536
2022-01-11 07:00:00,2022-01-11 08:00:00,-1.720929
2022-01-11 08:00:00,2022-01-11 09:00:00,-2.200881
2022-01-11 09:00:00,2022-01-11 10:00:00,-2.149128
2022-01-11 10:00:00,2022-01-11 11:00:00,-1.160381
2022-01-11 11:00:00,2022-01-11 12:00:00,-0.05928056
2022-01-11 12:00:00,2022-01-11 13:00:00,0.01260986
2022-01-11 13:00:00,2022-01-11 14:00:00,0.5027826
2022-01-11 14:00:00,2022-01-11 15:00:00,0.830081
2022-01-11 15:00:00,2022-01-11 16:00:00,1.194967
2022-01-11 16:00:00,2022-01-11 17:00:00,0.5583694
2022-01-11 17:00:00,2022-01-11 18:00:00,0.20245
2022-01-11 18:00:00,2022-01-11 19:00:00,-0.01646528
2022-01-11 19:00:00,2022-01-11 20:00:00,-0.2079347
2022-01-11 20:00:00,2022-01-11 21:00:00,-0.5745847
