Tag;Stunde;AVG_RH200;AVG_TA200;AVG_TB005;AVG_WV200;SUM_GS200;SUM_NN050
10.01.2022;16:00;71,17;4,35;5,04;1,16;39,00;,00
10.01.2022;17:00;85,17;2,17;5,12;,61;,00;,00
10.01.2022;18:00;91,67;,93;5,17;,60;,00;,00
10.01.2022;19:00;91,67;,72;5,16;,60;,00;,00
10.01.2022;20:00;94,33;-,12;5,11;,60;,00;,00
10.01.2022;21:00;94,83;-,25;5,02;,60;,00;,00
10.01.2022;22:00;92,83;-,16;4,93;,60;,00;,00
10.01.2022;23:00;88,17;,45;4,82;,60;,00;,00
11.01.2022;00:00;93,00;-,44;4,71;,60;,00;,00
11.01.2022;01:00;97,67;-1,34;4,60;,60;,00;,00
11.01.2022;02:00;96,33;-,85;4,49;,60;,00;,00
11.01.2022;03:00;89,00;-,24;4,39;,60;,00;,00
11.01.2022;04:00;96,00;-1,75;4,28;,60;,00;,00
11.01.2022;05:00;98,50;-2,35;4,18;,60;,00;,00
11.01.2022;06:00;99,00;-2,62;4,08;,60;,00;,00
11.01.2022;07:00;99,17;-2,65;3,99;,60;,00;,00
11.01.2022;08:00;99,83;-2,85;3,89;,60;,00;,00
11.01.2022;09:00;100,00;-2,66;3,80;,60;29,75;,00
11.01.2022;10:00;100,00;-2,04;3,72;,55;85,28;,00
11.01.2022;11:00;99,17;-1,48;3,66;,87;114,15;,00
11.01.2022;12:00;100,00;-1,11;3,62;,74;92,42;,00
11.01.2022;13:00;99,67;-,82;3,61;,78;103,50;,00
11.01.2022;14:00;97,50;-,36;3,61;,77;118,22;,00
11.01.2022;15:00;88,50;,43;3,63;,72;171,92;,00
11.01.2022;16:00;98,33;-,27;3,68;,80;19,42;,00
11.01.2022;17:00;99,67;-,95;3,74;,80;,00;,00
11.01.2022;18:00;100,00;-1,36;3,78;,80;,00;,00
11.01.2022;19:00;100,00;-1,75;3,78;,80;,00;,00
