date_time,th
2021-12-17T02:00:00Z,0.158
2021-12-17T03:00:00Z,0.047
2021-12-17T04:00:00Z,0.342
2021-12-17T05:00:00Z,0.214
2021-12-17T06:00:00Z,0.434
2021-12-17T07:00:00Z,0.082
2021-12-17T08:00:00Z,-0.177
2021-12-17T09:00:00Z,0.746
2021-12-17T10:00:00Z,2.799
2021-12-17T11:00:00Z,3.577
2021-12-17T12:00:00Z,NA
2021-12-17T13:00:00Z,NA
2021-12-17T14:00:00Z,NA
2021-12-17T15:00:00Z,4.968
2021-12-17T16:00:00Z,3.769
2021-12-17T17:00:00Z,2.231
2021-12-17T18:00:00Z,1.583
2021-12-17T19:00:00Z,1.039
2021-12-17T20:00:00Z,0.287
2021-12-17T21:00:00Z,-0.195
2021-12-17T22:00:00Z,-0.643
2021-12-17T23:00:00Z,NA
2021-12-18T00:00:00Z,-1.02
2021-12-18T01:00:00Z,-1.303
2021-12-18T02:00:00Z,-0.756
2021-12-18T03:00:00Z,-0.606
2021-12-18T04:00:00Z,-0.4
2021-12-18T05:00:00Z,-0.606
2021-12-18T06:00:00Z,-0.906
2021-12-18T07:00:00Z,-0.605
2021-12-18T08:00:00Z,-0.418
2021-12-18T09:00:00Z,-0.306
2021-12-18T10:00:00Z,0.306
2021-12-18T11:00:00Z,0.563
2021-12-18T12:00:00Z,0.655
2021-12-18T13:00:00Z,1.13
2021-12-18T14:00:00Z,1.511
2021-12-18T15:00:00Z,1.602
2021-12-18T16:00:00Z,1.166
2021-12-18T17:00:00Z,0.618
2021-12-18T18:00:00Z,0.655
2021-12-18T19:00:00Z,0.765
2021-12-18T20:00:00Z,0.582
2021-12-18T21:00:00Z,0.857
2021-12-18T22:00:00Z,1.112
2021-12-18T23:00:00Z,1.348
2021-12-19T00:00:00Z,NA
2021-12-19T01:00:00Z,NA
2021-12-19T02:00:00Z,1.385
2021-12-19T03:00:00Z,1.239
2021-12-19T04:00:00Z,1.039
2021-12-19T05:00:00Z,0.893
2021-12-19T06:00:00Z,NA
2021-12-19T07:00:00Z,0.49
2021-12-19T08:00:00Z,0.38
2021-12-19T09:00:00Z,0.508
2021-12-19T10:00:00Z,0.857
2021-12-19T11:00:00Z,1.385
2021-12-19T12:00:00Z,1.746
2021-12-19T13:00:00Z,2.016
2021-12-19T14:00:00Z,2.016
2021-12-19T15:00:00Z,1.818
2021-12-19T16:00:00Z,1.403
2021-12-19T17:00:00Z,0.545
2021-12-19T18:00:00Z,0.361
2021-12-19T19:00:00Z,0.342
2021-12-19T20:00:00Z,-0.009
2021-12-19T21:00:00Z,0.084
2021-12-19T22:00:00Z,-0.176
2021-12-19T23:00:00Z,-0.065
2021-12-20T00:00:00Z,-0.083
2021-12-20T01:00:00Z,NA
2021-12-20T02:00:00Z,-0.437
2021-12-20T03:00:00Z,-0.549
2021-12-20T04:00:00Z,-0.549
2021-12-20T05:00:00Z,-0.831
2021-12-20T06:00:00Z,-1.304
2021-12-20T07:00:00Z,-1.992
2021-12-20T08:00:00Z,-2.088
2021-12-20T09:00:00Z,-0.892
2021-12-20T10:00:00Z,0.673
2021-12-20T11:00:00Z,1.727
2021-12-20T12:00:00Z,NA
2021-12-20T13:00:00Z,NA
2021-12-20T14:00:00Z,NA
2021-12-20T15:00:00Z,4.414
2021-12-20T16:00:00Z,2.656
2021-12-20T17:00:00Z,0.874
2021-12-20T18:00:00Z,0.582
2021-12-20T19:00:00Z,-0.288
2021-12-20T20:00:00Z,-0.812
2021-12-20T21:00:00Z,-1.285
2021-12-20T22:00:00Z,-1.418
2021-12-20T23:00:00Z,-1.895
2021-12-21T00:00:00Z,-2.184
2021-12-21T01:00:00Z,-2.571
2021-12-21T02:00:00Z,-2.981
2021-12-21T03:00:00Z,-3.178
2021-12-21T04:00:00Z,-3.04
2021-12-21T05:00:00Z,-3.693
2021-12-21T06:00:00Z,-4.192
2021-12-21T07:00:00Z,-4.433
2021-12-21T08:00:00Z,-4.656
2021-12-21T09:00:00Z,-4.113
2021-12-21T10:00:00Z,-3.276
2021-12-21T11:00:00Z,-3.021
2021-12-21T12:00:00Z,-2.533
2021-12-21T13:00:00Z,-2.184
2021-12-21T14:00:00Z,-2.068
2021-12-21T15:00:00Z,-2.145
2021-12-21T16:00:00Z,-2.203
2021-12-21T17:00:00Z,-2.03
2021-12-21T18:00:00Z,-2.203
2021-12-21T19:00:00Z,-2.338
2021-12-21T20:00:00Z,-2.552
2021-12-21T21:00:00Z,-2.766
2021-12-21T22:00:00Z,-3.217
2021-12-21T23:00:00Z,-4.577
2021-12-22T00:00:00Z,-5.517
2021-12-22T01:00:00Z,-5.912
2021-12-22T02:00:00Z,-6.162
2021-12-22T03:00:00Z,-6.12
2021-12-22T04:00:00Z,-6.246
2021-12-22T05:00:00Z,-6.584
2021-12-22T06:00:00Z,-6.457
2021-12-22T07:00:00Z,-6.647
2021-12-22T08:00:00Z,-6.648
2021-12-22T09:00:00Z,-5.582
2021-12-22T10:00:00Z,-4.012
2021-12-22T11:00:00Z,-2.554
2021-12-22T12:00:00Z,NA
2021-12-22T13:00:00Z,NA
2021-12-22T14:00:00Z,NA
2021-12-22T15:00:00Z,-0.158
2021-12-22T16:00:00Z,-1.248
2021-12-22T17:00:00Z,-2.436
2021-12-22T18:00:00Z,-3.02
2021-12-22T19:00:00Z,-3.494
2021-12-22T20:00:00Z,-4.092
2021-12-22T21:00:00Z,-4.555
2021-12-22T22:00:00Z,-5.003
2021-12-22T23:00:00Z,-5.187
2021-12-23T00:00:00Z,-5.393
2021-12-23T01:00:00Z,-5.351
2021-12-23T02:00:00Z,-5.003
2021-12-23T03:00:00Z,-4.434
2021-12-23T04:00:00Z,-3.514
2021-12-23T05:00:00Z,-3.158
2021-12-23T06:00:00Z,-2.533
2021-12-23T07:00:00Z,-2.261
2021-12-23T08:00:00Z,-2.145
2021-12-23T09:00:00Z,-0.8
2021-12-23T10:00:00Z,NA
2021-12-23T11:00:00Z,7.849
2021-12-23T12:00:00Z,NA
2021-12-23T13:00:00Z,NA
2021-12-23T14:00:00Z,9.324
2021-12-23T15:00:00Z,9.06
2021-12-23T16:00:00Z,10.046
2021-12-23T17:00:00Z,9.702
2021-12-23T18:00:00Z,10.748
2021-12-23T19:00:00Z,10.683
2021-12-23T20:00:00Z,10.618
2021-12-23T21:00:00Z,10.797
2021-12-23T22:00:00Z,10.732
2021-12-23T23:00:00Z,10.846
2021-12-24T00:00:00Z,11.22
2021-12-24T01:00:00Z,10.96
2021-12-24T02:00:00Z,10.537
2021-12-24T03:00:00Z,10.602
2021-12-24T04:00:00Z,10.52
2021-12-24T05:00:00Z,10.373
2021-12-24T06:00:00Z,10.128
2021-12-24T07:00:00Z,9.817
2021-12-24T08:00:00Z,9.307
2021-12-24T09:00:00Z,8.663
2021-12-24T10:00:00Z,8.348
2021-12-24T11:00:00Z,8.63
2021-12-24T12:00:00Z,9.126
2021-12-24T13:00:00Z,9.308
2021-12-24T14:00:00Z,9.324
2021-12-24T15:00:00Z,9.209
2021-12-24T16:00:00Z,9.406
2021-12-24T17:00:00Z,9.784
2021-12-24T18:00:00Z,10.014
2021-12-24T19:00:00Z,10.243
2021-12-24T20:00:00Z,10.128
2021-12-24T21:00:00Z,9.932
2021-12-24T22:00:00Z,9.849
2021-12-24T23:00:00Z,9.768
2021-12-25T00:00:00Z,9.964
2021-12-25T01:00:00Z,10.504
2021-12-25T02:00:00Z,10.879
2021-12-25T03:00:00Z,11.025
2021-12-25T04:00:00Z,10.976
2021-12-25T05:00:00Z,10.846
2021-12-25T06:00:00Z,10.797
2021-12-25T07:00:00Z,10.7
2021-12-25T08:00:00Z,10.716
2021-12-25T09:00:00Z,10.716
2021-12-25T10:00:00Z,10.911
2021-12-25T11:00:00Z,11.236
2021-12-25T12:00:00Z,11.285
2021-12-25T13:00:00Z,11.155
2021-12-25T14:00:00Z,11.041
2021-12-25T15:00:00Z,10.797
2021-12-25T16:00:00Z,10.013
2021-12-25T17:00:00Z,9.11
2021-12-25T18:00:00Z,8.812
2021-12-25T19:00:00Z,8.713
2021-12-25T20:00:00Z,8.348
2021-12-25T21:00:00Z,8.232
2021-12-25T22:00:00Z,8.066
2021-12-25T23:00:00Z,7.882
2021-12-26T00:00:00Z,7.749
2021-12-26T01:00:00Z,7.38
2021-12-26T02:00:00Z,6.369
2021-12-26T03:00:00Z,5.467
2021-12-26T04:00:00Z,5.227
2021-12-26T05:00:00Z,5.02
2021-12-26T06:00:00Z,4.917
2021-12-26T07:00:00Z,4.727
2021-12-26T08:00:00Z,4.796
2021-12-26T09:00:00Z,5.296
2021-12-26T10:00:00Z,6.063
2021-12-26T11:00:00Z,6.758
2021-12-26T12:00:00Z,7.28
2021-12-26T13:00:00Z,7.632
2021-12-26T14:00:00Z,7.999
2021-12-26T15:00:00Z,8.581
2021-12-26T16:00:00Z,8.597
2021-12-26T17:00:00Z,8.249
2021-12-26T18:00:00Z,8.215
2021-12-26T19:00:00Z,7.999
2021-12-26T20:00:00Z,7.966
2021-12-26T21:00:00Z,8.049
2021-12-26T22:00:00Z,7.999
2021-12-26T23:00:00Z,8.299
2021-12-27T00:00:00Z,8.663
2021-12-27T01:00:00Z,8.878
2021-12-27T02:00:00Z,8.879
2021-12-27T03:00:00Z,7.815
2021-12-27T04:00:00Z,7.347
2021-12-27T05:00:00Z,7.263
2021-12-27T06:00:00Z,7.213
2021-12-27T07:00:00Z,6.097
2021-12-27T08:00:00Z,5.398
2021-12-27T09:00:00Z,5.859
2021-12-27T10:00:00Z,7.027
2021-12-27T11:00:00Z,8.48
2021-12-27T12:00:00Z,9.587
2021-12-27T13:00:00Z,9.636
2021-12-27T14:00:00Z,9.093
2021-12-27T15:00:00Z,9.669
2021-12-27T16:00:00Z,9.225
2021-12-27T17:00:00Z,9.241
2021-12-27T18:00:00Z,10.226
2021-12-27T19:00:00Z,10.128
2021-12-27T20:00:00Z,10.21
2021-12-27T21:00:00Z,NA
2021-12-27T22:00:00Z,10.537
2021-12-27T23:00:00Z,10.602
2021-12-28T00:00:00Z,10.488
2021-12-28T01:00:00Z,10.39
2021-12-28T02:00:00Z,10.292
2021-12-28T03:00:00Z,10.667
2021-12-28T04:00:00Z,10.585
2021-12-28T05:00:00Z,10.242
2021-12-28T06:00:00Z,11.285
2021-12-28T07:00:00Z,11.155
2021-12-28T08:00:00Z,11.366
2021-12-28T09:00:00Z,11.738
2021-12-28T10:00:00Z,12.255
2021-12-28T11:00:00Z,13.044
2021-12-28T12:00:00Z,13.381
2021-12-28T13:00:00Z,12.883
2021-12-28T14:00:00Z,12.352
2021-12-28T15:00:00Z,11.268
2021-12-28T16:00:00Z,10.846
2021-12-28T17:00:00Z,10.585
2021-12-28T18:00:00Z,10.471
2021-12-28T19:00:00Z,10.667
2021-12-28T20:00:00Z,10.504
2021-12-28T21:00:00Z,10.569
2021-12-28T22:00:00Z,10.455
2021-12-28T23:00:00Z,NA
2021-12-29T00:00:00Z,10.226
2021-12-29T01:00:00Z,10.03
2021-12-29T02:00:00Z,9.883
2021-12-29T03:00:00Z,9.998
2021-12-29T04:00:00Z,9.916
2021-12-29T05:00:00Z,9.801
2021-12-29T06:00:00Z,9.702
2021-12-29T07:00:00Z,9.768
2021-12-29T08:00:00Z,9.916
2021-12-29T09:00:00Z,10.275
2021-12-29T10:00:00Z,10.193
2021-12-29T11:00:00Z,9.291
2021-12-29T12:00:00Z,9.406
2021-12-29T13:00:00Z,9.719
2021-12-29T14:00:00Z,9.636
2021-12-29T15:00:00Z,10.959
2021-12-29T16:00:00Z,11.835
2021-12-29T17:00:00Z,12.304
2021-12-29T18:00:00Z,12.851
2021-12-29T19:00:00Z,12.964
2021-12-29T20:00:00Z,13.494
2021-12-29T21:00:00Z,13.654
2021-12-29T22:00:00Z,13.75
2021-12-29T23:00:00Z,13.75
2021-12-30T00:00:00Z,13.622
2021-12-30T01:00:00Z,13.461
2021-12-30T02:00:00Z,13.686
2021-12-30T03:00:00Z,13.83
2021-12-30T04:00:00Z,14.054
2021-12-30T05:00:00Z,14.15
2021-12-30T06:00:00Z,14.07
2021-12-30T07:00:00Z,14.246
2021-12-30T08:00:00Z,14.357
2021-12-30T09:00:00Z,14.613
2021-12-30T10:00:00Z,15.027
2021-12-30T11:00:00Z,15.601
2021-12-30T12:00:00Z,16.014
2021-12-30T13:00:00Z,16.411
2021-12-30T14:00:00Z,15.998
2021-12-30T15:00:00Z,15.489
2021-12-30T16:00:00Z,15.075
2021-12-30T17:00:00Z,14.709
2021-12-30T18:00:00Z,14.772
2021-12-30T19:00:00Z,14.278
2021-12-30T20:00:00Z,13.83
2021-12-30T21:00:00Z,12.61
2021-12-30T22:00:00Z,10.682
2021-12-30T23:00:00Z,9.439
2021-12-31T00:00:00Z,8.614
2021-12-31T01:00:00Z,7.866
2021-12-31T02:00:00Z,7.364
2021-12-31T03:00:00Z,6.961
2021-12-31T04:00:00Z,6.505
2021-12-31T05:00:00Z,6.251
2021-12-31T06:00:00Z,6.251
2021-12-31T07:00:00Z,5.86
2021-12-31T08:00:00Z,5.638
2021-12-31T09:00:00Z,6.402
2021-12-31T10:00:00Z,8.38
2021-12-31T11:00:00Z,10.291
2021-12-31T12:00:00Z,NA
2021-12-31T13:00:00Z,NA
2021-12-31T14:00:00Z,NA
2021-12-31T15:00:00Z,16.316
2021-12-31T16:00:00Z,15.33
2021-12-31T17:00:00Z,14.852
2021-12-31T18:00:00Z,14.054
2021-12-31T19:00:00Z,14.054
2021-12-31T20:00:00Z,14.246
2021-12-31T21:00:00Z,13.22
2021-12-31T22:00:00Z,11.641
2021-12-31T23:00:00Z,9.766
2022-01-01T00:00:00Z,8.048
2022-01-01T01:00:00Z,6.96
2022-01-01T02:00:00Z,6.013
2022-01-01T03:00:00Z,5.278
2022-01-01T04:00:00Z,5.192
2022-01-01T05:00:00Z,5.227
2022-01-01T06:00:00Z,5.037
2022-01-01T07:00:00Z,4.779
2022-01-01T08:00:00Z,4.813
2022-01-01T09:00:00Z,5.773
2022-01-01T10:00:00Z,7.547
2022-01-01T11:00:00Z,9.831
2022-01-01T12:00:00Z,12.124
2022-01-01T13:00:00Z,NA
2022-01-01T14:00:00Z,NA
2022-01-01T15:00:00Z,13.396
2022-01-01T16:00:00Z,11.348
2022-01-01T17:00:00Z,9.39
2022-01-01T18:00:00Z,8.315
2022-01-01T19:00:00Z,7.179
2022-01-01T20:00:00Z,6.387
2022-01-01T21:00:00Z,6.437
2022-01-01T22:00:00Z,6.03
2022-01-01T23:00:00Z,6.115
2022-01-02T00:00:00Z,6.455
2022-01-02T01:00:00Z,5.944
2022-01-02T02:00:00Z,5.569
2022-01-02T03:00:00Z,5.416
2022-01-02T04:00:00Z,5.398
2022-01-02T05:00:00Z,5.313
2022-01-02T06:00:00Z,5.175
2022-01-02T07:00:00Z,5.638
2022-01-02T08:00:00Z,6.132
2022-01-02T09:00:00Z,7.027
2022-01-02T10:00:00Z,NA
2022-01-02T11:00:00Z,14.277
2022-01-02T12:00:00Z,14.788
2022-01-02T13:00:00Z,NA
2022-01-02T14:00:00Z,16.84
2022-01-02T15:00:00Z,16.205
2022-01-02T16:00:00Z,15.505
2022-01-02T17:00:00Z,14.996
2022-01-02T18:00:00Z,14.453
2022-01-02T19:00:00Z,14.07
2022-01-02T20:00:00Z,13.493
2022-01-02T21:00:00Z,13.06
2022-01-02T22:00:00Z,12.771
2022-01-02T23:00:00Z,12.706
2022-01-03T00:00:00Z,12.561
2022-01-03T01:00:00Z,12.272
2022-01-03T02:00:00Z,12.094
2022-01-03T03:00:00Z,11.932
2022-01-03T04:00:00Z,11.706
2022-01-03T05:00:00Z,11.496
2022-01-03T06:00:00Z,11.383
2022-01-03T07:00:00Z,11.317
2022-01-03T08:00:00Z,11.285
2022-01-03T09:00:00Z,11.463
2022-01-03T10:00:00Z,11.738
2022-01-03T11:00:00Z,11.916
2022-01-03T12:00:00Z,12.126
2022-01-03T13:00:00Z,12.288
2022-01-03T14:00:00Z,12.465
2022-01-03T15:00:00Z,12.514
2022-01-03T16:00:00Z,12.175
2022-01-03T17:00:00Z,11.997
2022-01-03T18:00:00Z,11.965
2022-01-03T19:00:00Z,12.158
2022-01-03T20:00:00Z,12.417
2022-01-03T21:00:00Z,12.722
2022-01-03T22:00:00Z,13.06
2022-01-03T23:00:00Z,13.044
2022-01-04T00:00:00Z,12.964
2022-01-04T01:00:00Z,12.787
2022-01-04T02:00:00Z,13.205
2022-01-04T03:00:00Z,13.59
2022-01-04T04:00:00Z,13.333
2022-01-04T05:00:00Z,12.417
2022-01-04T06:00:00Z,12.642
2022-01-04T07:00:00Z,14.165
2022-01-04T08:00:00Z,15.33
2022-01-04T09:00:00Z,15.409
2022-01-04T10:00:00Z,15.903
2022-01-04T11:00:00Z,16.427
2022-01-04T12:00:00Z,15.489
2022-01-04T13:00:00Z,13.782
2022-01-04T14:00:00Z,12.158
2022-01-04T15:00:00Z,12.094
2022-01-04T16:00:00Z,12.272
2022-01-04T17:00:00Z,NA
2022-01-04T18:00:00Z,7.665
2022-01-04T19:00:00Z,7.213
2022-01-04T20:00:00Z,6.234
2022-01-04T21:00:00Z,5.638
2022-01-04T22:00:00Z,5.433
2022-01-04T23:00:00Z,4.831
2022-01-05T00:00:00Z,4.536
2022-01-05T01:00:00Z,4.88
2022-01-05T02:00:00Z,6.013
2022-01-05T03:00:00Z,6.183
2022-01-05T04:00:00Z,6.098
2022-01-05T05:00:00Z,5.723
2022-01-05T06:00:00Z,3.943
2022-01-05T07:00:00Z,3.525
2022-01-05T08:00:00Z,3.172
2022-01-05T09:00:00Z,2.854
2022-01-05T10:00:00Z,3.119
2022-01-05T11:00:00Z,2.87
2022-01-05T12:00:00Z,3.875
2022-01-05T13:00:00Z,NA
2022-01-05T14:00:00Z,NA
2022-01-05T15:00:00Z,4.431
2022-01-05T16:00:00Z,3.736
2022-01-05T17:00:00Z,3.313
2022-01-05T18:00:00Z,3.084
2022-01-05T19:00:00Z,3.049
2022-01-05T20:00:00Z,NA
2022-01-05T21:00:00Z,NA
2022-01-05T22:00:00Z,2.996
2022-01-05T23:00:00Z,2.837
2022-01-06T00:00:00Z,3.137
2022-01-06T01:00:00Z,2.961
2022-01-06T02:00:00Z,2.285
2022-01-06T03:00:00Z,1.98
2022-01-06T04:00:00Z,1.8
2022-01-06T05:00:00Z,1.872
2022-01-06T06:00:00Z,1.872
2022-01-06T07:00:00Z,1.439
2022-01-06T08:00:00Z,1.348
2022-01-06T09:00:00Z,1.692
2022-01-06T10:00:00Z,2.481
2022-01-06T11:00:00Z,3.084
2022-01-06T12:00:00Z,4.119
2022-01-06T13:00:00Z,4.242
2022-01-06T14:00:00Z,4.45
2022-01-06T15:00:00Z,4.588
2022-01-06T16:00:00Z,3.242
2022-01-06T17:00:00Z,1.8
2022-01-06T18:00:00Z,1.076
2022-01-06T19:00:00Z,1.094
2022-01-06T20:00:00Z,0.692
2022-01-06T21:00:00Z,-0.195
2022-01-06T22:00:00Z,-0.793
2022-01-06T23:00:00Z,-1.133
2022-01-07T00:00:00Z,-1.437
2022-01-07T01:00:00Z,-1.494
2022-01-07T02:00:00Z,-1.646
2022-01-07T03:00:00Z,-1.665
2022-01-07T04:00:00Z,-1.646
2022-01-07T05:00:00Z,-1.418
2022-01-07T06:00:00Z,-1.171
2022-01-07T07:00:00Z,-0.831
2022-01-07T08:00:00Z,-0.737
2022-01-07T09:00:00Z,0.082
2022-01-07T10:00:00Z,2.816
2022-01-07T11:00:00Z,3.208
2022-01-07T12:00:00Z,3.349
2022-01-07T13:00:00Z,3.437
2022-01-07T14:00:00Z,3.648
2022-01-07T15:00:00Z,3.559
2022-01-07T16:00:00Z,3.683
2022-01-07T17:00:00Z,2.799
2022-01-07T18:00:00Z,2.481
2022-01-07T19:00:00Z,2.624
2022-01-07T20:00:00Z,2.943
2022-01-07T21:00:00Z,3.437
2022-01-07T22:00:00Z,3.507
2022-01-07T23:00:00Z,4.136
2022-01-08T00:00:00Z,4.865
2022-01-08T01:00:00Z,5.123
2022-01-08T02:00:00Z,4.189
2022-01-08T03:00:00Z,4.015
2022-01-08T04:00:00Z,3.946
2022-01-08T05:00:00Z,3.753
2022-01-08T06:00:00Z,3.437
2022-01-08T07:00:00Z,3.014
2022-01-08T08:00:00Z,2.588
2022-01-08T09:00:00Z,2.854
2022-01-08T10:00:00Z,3.402
2022-01-08T11:00:00Z,4.397
2022-01-08T12:00:00Z,4.64
2022-01-08T13:00:00Z,NA
2022-01-08T14:00:00Z,6.047
2022-01-08T15:00:00Z,5.894
2022-01-08T16:00:00Z,5.723
2022-01-08T17:00:00Z,6.098
2022-01-08T18:00:00Z,NA
2022-01-08T19:00:00Z,6.775
2022-01-08T20:00:00Z,7.179
2022-01-08T21:00:00Z,7.213
2022-01-08T22:00:00Z,7.582
2022-01-08T23:00:00Z,7.848
2022-01-09T00:00:00Z,6.708
2022-01-09T01:00:00Z,6.994
2022-01-09T02:00:00Z,7.011
2022-01-09T03:00:00Z,6.37
2022-01-09T04:00:00Z,4.722
2022-01-09T05:00:00Z,3.49
2022-01-09T06:00:00Z,3.525
2022-01-09T07:00:00Z,3.525
2022-01-09T08:00:00Z,3.507
2022-01-09T09:00:00Z,3.683
2022-01-09T10:00:00Z,4.206
2022-01-09T11:00:00Z,4.744
2022-01-09T12:00:00Z,4.675
2022-01-09T13:00:00Z,NA
2022-01-09T14:00:00Z,NA
2022-01-09T15:00:00Z,NA
2022-01-09T16:00:00Z,4.796
2022-01-09T17:00:00Z,4.363
2022-01-09T18:00:00Z,4.067
2022-01-09T19:00:00Z,4.189
2022-01-09T20:00:00Z,3.893
2022-01-09T21:00:00Z,3.84
2022-01-09T22:00:00Z,3.49
2022-01-09T23:00:00Z,2.854
