id,dttm,temp,lux,battery,attached,detached,host,stopped,eof
1,11/12/2021 01:00:00,3.893,0,NA,NA,NA,NA,NA,NA
2,11/12/2021 01:10:00,3.893,0,NA,NA,NA,NA,NA,NA
3,11/12/2021 01:20:00,3.893,0,NA,NA,NA,NA,NA,NA
4,11/12/2021 01:30:00,3.893,0,NA,NA,NA,NA,NA,NA
5,11/12/2021 01:40:00,3.893,0,NA,NA,NA,NA,NA,NA
6,11/12/2021 01:50:00,3.788,0,NA,NA,NA,NA,NA,NA
7,11/12/2021 02:00:00,3.788,0,NA,NA,NA,NA,NA,NA
8,11/12/2021 02:10:00,3.788,0,NA,NA,NA,NA,NA,NA
9,11/12/2021 02:20:00,3.893,0,NA,NA,NA,NA,NA,NA
10,11/12/2021 02:30:00,3.893,0,NA,NA,NA,NA,NA,NA
11,11/12/2021 02:40:00,3.893,0,NA,NA,NA,NA,NA,NA
12,11/12/2021 02:50:00,3.893,0,NA,NA,NA,NA,NA,NA
13,11/12/2021 03:00:00,3.893,0,NA,NA,NA,NA,NA,NA
14,11/12/2021 03:10:00,3.893,0,NA,NA,NA,NA,NA,NA
15,11/12/2021 03:20:00,3.893,0,NA,NA,NA,NA,NA,NA
16,11/12/2021 03:30:00,3.788,0,NA,NA,NA,NA,NA,NA
17,11/12/2021 03:40:00,3.893,0,NA,NA,NA,NA,NA,NA
18,11/12/2021 03:50:00,3.788,0,NA,NA,NA,NA,NA,NA
19,11/12/2021 04:00:00,3.788,0,NA,NA,NA,NA,NA,NA
20,11/12/2021 04:10:00,3.788,0,NA,NA,NA,NA,NA,NA
21,11/12/2021 04:20:00,3.788,0,NA,NA,NA,NA,NA,NA
22,11/12/2021 04:30:00,3.788,0,NA,NA,NA,NA,NA,NA
23,11/12/2021 04:40:00,3.683,0,NA,NA,NA,NA,NA,NA
24,11/12/2021 04:50:00,3.578,0,NA,NA,NA,NA,NA,NA
25,11/12/2021 05:00:00,3.578,0,NA,NA,NA,NA,NA,NA
26,11/12/2021 05:10:00,3.472,0,NA,NA,NA,NA,NA,NA
27,11/12/2021 05:20:00,3.367,0,NA,NA,NA,NA,NA,NA
28,11/12/2021 05:30:00,3.261,0,NA,NA,NA,NA,NA,NA
29,11/12/2021 05:40:00,3.261,0,NA,NA,NA,NA,NA,NA
30,11/12/2021 05:50:00,3.155,0,NA,NA,NA,NA,NA,NA
31,11/12/2021 06:00:00,3.049,0,NA,NA,NA,NA,NA,NA
32,11/12/2021 06:10:00,3.049,0,NA,NA,NA,NA,NA,NA
33,11/12/2021 06:20:00,2.943,0,NA,NA,NA,NA,NA,NA
34,11/12/2021 06:30:00,2.943,0,NA,NA,NA,NA,NA,NA
35,11/12/2021 06:40:00,2.943,0,NA,NA,NA,NA,NA,NA
36,11/12/2021 06:50:00,2.837,0,NA,NA,NA,NA,NA,NA
37,11/12/2021 07:00:00,2.837,0,NA,NA,NA,NA,NA,NA
38,11/12/2021 07:10:00,2.837,0,NA,NA,NA,NA,NA,NA
39,11/12/2021 07:20:00,2.73,0,NA,NA,NA,NA,NA,NA
40,11/12/2021 07:30:00,2.73,0,NA,NA,NA,NA,NA,NA
41,11/12/2021 07:40:00,2.73,0,NA,NA,NA,NA,NA,NA
42,11/12/2021 07:50:00,2.837,0,NA,NA,NA,NA,NA,NA
43,11/12/2021 08:00:00,2.837,0,NA,NA,NA,NA,NA,NA
44,11/12/2021 08:10:00,2.837,10.8,NA,NA,NA,NA,NA,NA
45,11/12/2021 08:20:00,2.943,64.6,NA,NA,NA,NA,NA,NA
46,11/12/2021 08:30:00,2.837,64.6,NA,NA,NA,NA,NA,NA
47,11/12/2021 08:40:00,2.837,139.9,NA,NA,NA,NA,NA,NA
48,11/12/2021 08:50:00,2.73,312.2,NA,NA,NA,NA,NA,NA
49,11/12/2021 09:00:00,2.73,419.8,NA,NA,NA,NA,NA,NA
50,11/12/2021 09:10:00,2.73,398.3,NA,NA,NA,NA,NA,NA
51,11/12/2021 09:20:00,2.837,742.7,NA,NA,NA,NA,NA,NA
52,11/12/2021 09:30:00,2.943,1173.3,NA,NA,NA,NA,NA,NA
53,11/12/2021 09:40:00,3.049,1280.9,NA,NA,NA,NA,NA,NA
54,11/12/2021 09:50:00,3.261,1270.1,NA,NA,NA,NA,NA,NA
55,11/12/2021 10:00:00,3.367,1722.2,NA,NA,NA,NA,NA,NA
56,11/12/2021 10:10:00,3.472,1894.5,NA,NA,NA,NA,NA,NA
57,11/12/2021 10:20:00,3.578,2152.8,NA,NA,NA,NA,NA,NA
58,11/12/2021 10:30:00,3.683,2497.2,NA,NA,NA,NA,NA,NA
59,11/12/2021 10:40:00,3.893,2927.8,NA,NA,NA,NA,NA,NA
60,11/12/2021 10:50:00,4.207,2927.8,NA,NA,NA,NA,NA,NA
61,11/12/2021 11:00:00,4.311,3272.2,NA,NA,NA,NA,NA,NA
62,11/12/2021 11:10:00,4.207,2583.4,NA,NA,NA,NA,NA,NA
63,11/12/2021 11:20:00,4.207,3272.2,NA,NA,NA,NA,NA,NA
64,11/12/2021 11:30:00,4.415,2497.2,NA,NA,NA,NA,NA,NA
65,11/12/2021 11:40:00,4.311,2583.4,NA,NA,NA,NA,NA,NA
66,11/12/2021 11:50:00,4.311,1894.5,NA,NA,NA,NA,NA,NA
67,11/12/2021 12:00:00,4.207,1463.9,NA,NA,NA,NA,NA,NA
68,11/12/2021 12:10:00,4.207,1980.6,NA,NA,NA,NA,NA,NA
69,11/12/2021 12:20:00,4.207,1722.2,NA,NA,NA,NA,NA,NA
70,11/12/2021 12:30:00,4.311,1894.5,NA,NA,NA,NA,NA,NA
71,11/12/2021 12:40:00,4.207,1550,NA,NA,NA,NA,NA,NA
72,11/12/2021 12:50:00,4.207,1334.7,NA,NA,NA,NA,NA,NA
73,11/12/2021 13:00:00,4.207,1980.6,NA,NA,NA,NA,NA,NA
74,11/12/2021 13:10:00,4.207,1636.1,NA,NA,NA,NA,NA,NA
75,11/12/2021 13:20:00,4.207,2152.8,NA,NA,NA,NA,NA,NA
76,11/12/2021 13:30:00,4.207,2152.8,NA,NA,NA,NA,NA,NA
77,11/12/2021 13:40:00,4.102,1980.6,NA,NA,NA,NA,NA,NA
78,11/12/2021 13:50:00,4.311,3100,NA,NA,NA,NA,NA,NA
79,11/12/2021 14:00:00,4.311,1722.2,NA,NA,NA,NA,NA,NA
80,11/12/2021 14:10:00,4.207,1463.9,NA,NA,NA,NA,NA,NA
81,11/12/2021 14:20:00,4.102,1377.8,NA,NA,NA,NA,NA,NA
82,11/12/2021 14:30:00,4.102,1173.3,NA,NA,NA,NA,NA,NA
83,11/12/2021 14:40:00,4.102,968.8,NA,NA,NA,NA,NA,NA
84,11/12/2021 14:50:00,4.207,807.3,NA,NA,NA,NA,NA,NA
85,11/12/2021 15:00:00,4.207,731.9,NA,NA,NA,NA,NA,NA
86,11/12/2021 15:10:00,4.311,753.5,NA,NA,NA,NA,NA,NA
87,11/12/2021 15:20:00,4.311,527.4,NA,NA,NA,NA,NA,NA
88,11/12/2021 15:30:00,4.207,312.2,NA,NA,NA,NA,NA,NA
89,11/12/2021 15:40:00,4.207,279.9,NA,NA,NA,NA,NA,NA
90,11/12/2021 15:50:00,4.207,183,NA,NA,NA,NA,NA,NA
91,11/12/2021 16:00:00,4.102,139.9,NA,NA,NA,NA,NA,NA
92,11/12/2021 16:10:00,3.893,118.4,NA,NA,NA,NA,NA,NA
93,11/12/2021 16:20:00,3.893,86.1,NA,NA,NA,NA,NA,NA
94,11/12/2021 16:30:00,3.788,21.5,NA,NA,NA,NA,NA,NA
95,11/12/2021 16:40:00,3.788,10.8,NA,NA,NA,NA,NA,NA
96,11/12/2021 16:50:00,3.683,10.8,NA,NA,NA,NA,NA,NA
97,11/12/2021 17:00:00,3.578,0,NA,NA,NA,NA,NA,NA
98,11/12/2021 17:10:00,3.472,0,NA,NA,NA,NA,NA,NA
99,11/12/2021 17:20:00,3.472,0,NA,NA,NA,NA,NA,NA
100,11/12/2021 17:30:00,3.472,0,NA,NA,NA,NA,NA,NA
101,11/12/2021 17:40:00,3.472,0,NA,NA,NA,NA,NA,NA
102,11/12/2021 17:50:00,3.472,0,NA,NA,NA,NA,NA,NA
103,11/12/2021 18:00:00,3.472,0,NA,NA,NA,NA,NA,NA
104,11/12/2021 18:10:00,3.472,0,NA,NA,NA,NA,NA,NA
105,11/12/2021 18:20:00,3.472,0,NA,NA,NA,NA,NA,NA
106,11/12/2021 18:30:00,3.472,0,NA,NA,NA,NA,NA,NA
107,11/12/2021 18:40:00,3.472,0,NA,NA,NA,NA,NA,NA
108,11/12/2021 18:50:00,3.472,0,NA,NA,NA,NA,NA,NA
109,11/12/2021 19:00:00,3.472,0,NA,NA,NA,NA,NA,NA
110,11/12/2021 19:10:00,3.472,0,NA,NA,NA,NA,NA,NA
111,11/12/2021 19:20:00,3.472,0,NA,NA,NA,NA,NA,NA
112,11/12/2021 19:30:00,3.472,0,NA,NA,NA,NA,NA,NA
113,11/12/2021 19:40:00,3.472,0,NA,NA,NA,NA,NA,NA
114,11/12/2021 19:50:00,3.472,0,NA,NA,NA,NA,NA,NA
115,11/12/2021 20:00:00,3.472,0,NA,NA,NA,NA,NA,NA
116,11/12/2021 20:10:00,3.472,0,NA,NA,NA,NA,NA,NA
117,11/12/2021 20:20:00,3.367,0,NA,NA,NA,NA,NA,NA
118,11/12/2021 20:30:00,3.472,0,NA,NA,NA,NA,NA,NA
119,11/12/2021 20:40:00,3.367,0,NA,NA,NA,NA,NA,NA
120,11/12/2021 20:50:00,3.367,0,NA,NA,NA,NA,NA,NA
121,11/12/2021 21:00:00,3.261,0,NA,NA,NA,NA,NA,NA
122,11/12/2021 21:10:00,3.155,0,NA,NA,NA,NA,NA,NA
123,11/12/2021 21:20:00,3.155,0,NA,NA,NA,NA,NA,NA
124,11/12/2021 21:30:00,2.943,0,NA,NA,NA,NA,NA,NA
125,11/12/2021 21:40:00,2.73,0,NA,NA,NA,NA,NA,NA
126,11/12/2021 21:50:00,2.41,0,NA,NA,NA,NA,NA,NA
127,11/12/2021 22:00:00,2.088,0,NA,NA,NA,NA,NA,NA
128,11/12/2021 22:10:00,1.764,0,NA,NA,NA,NA,NA,NA
129,11/12/2021 22:20:00,1.656,0,NA,NA,NA,NA,NA,NA
130,11/12/2021 22:30:00,1.656,0,NA,NA,NA,NA,NA,NA
131,11/12/2021 22:40:00,1.872,0,NA,NA,NA,NA,NA,NA
132,11/12/2021 22:50:00,1.98,0,NA,NA,NA,NA,NA,NA
133,11/12/2021 23:00:00,2.088,0,NA,NA,NA,NA,NA,NA
134,11/12/2021 23:10:00,2.195,0,NA,NA,NA,NA,NA,NA
135,11/12/2021 23:20:00,2.303,0,NA,NA,NA,NA,NA,NA
136,11/12/2021 23:30:00,2.195,0,NA,NA,NA,NA,NA,NA
137,11/12/2021 23:40:00,2.195,0,NA,NA,NA,NA,NA,NA
138,11/12/2021 23:50:00,2.195,0,NA,NA,NA,NA,NA,NA
139,12/12/2021 00:00:00,2.303,0,NA,NA,NA,NA,NA,NA
140,12/12/2021 00:10:00,2.303,0,NA,NA,NA,NA,NA,NA
141,12/12/2021 00:20:00,2.195,0,NA,NA,NA,NA,NA,NA
142,12/12/2021 00:30:00,2.088,0,NA,NA,NA,NA,NA,NA
143,12/12/2021 00:40:00,2.195,0,NA,NA,NA,NA,NA,NA
144,12/12/2021 00:50:00,2.303,0,NA,NA,NA,NA,NA,NA
145,12/12/2021 01:00:00,2.303,0,NA,NA,NA,NA,NA,NA
146,12/12/2021 01:10:00,2.303,0,NA,NA,NA,NA,NA,NA
147,12/12/2021 01:20:00,2.088,0,NA,NA,NA,NA,NA,NA
148,12/12/2021 01:30:00,1.98,0,NA,NA,NA,NA,NA,NA
149,12/12/2021 01:40:00,1.98,0,NA,NA,NA,NA,NA,NA
150,12/12/2021 01:50:00,1.98,0,NA,NA,NA,NA,NA,NA
151,12/12/2021 02:00:00,1.764,0,NA,NA,NA,NA,NA,NA
152,12/12/2021 02:10:00,1.439,0,NA,NA,NA,NA,NA,NA
153,12/12/2021 02:20:00,1.33,0,NA,NA,NA,NA,NA,NA
154,12/12/2021 02:30:00,1.003,0,NA,NA,NA,NA,NA,NA
155,12/12/2021 02:40:00,0.893,0,NA,NA,NA,NA,NA,NA
156,12/12/2021 02:50:00,0.784,0,NA,NA,NA,NA,NA,NA
157,12/12/2021 03:00:00,0.674,0,NA,NA,NA,NA,NA,NA
158,12/12/2021 03:10:00,0.674,0,NA,NA,NA,NA,NA,NA
159,12/12/2021 03:20:00,0.563,0,NA,NA,NA,NA,NA,NA
160,12/12/2021 03:30:00,0.453,0,NA,NA,NA,NA,NA,NA
161,12/12/2021 03:40:00,0.343,0,NA,NA,NA,NA,NA,NA
162,12/12/2021 03:50:00,0.232,0,NA,NA,NA,NA,NA,NA
163,12/12/2021 04:00:00,0.121,0,NA,NA,NA,NA,NA,NA
164,12/12/2021 04:10:00,0.121,0,NA,NA,NA,NA,NA,NA
165,12/12/2021 04:20:00,0.121,0,NA,NA,NA,NA,NA,NA
166,12/12/2021 04:30:00,0.121,0,NA,NA,NA,NA,NA,NA
167,12/12/2021 04:40:00,0.01,0,NA,NA,NA,NA,NA,NA
168,12/12/2021 04:50:00,0.01,0,NA,NA,NA,NA,NA,NA
169,12/12/2021 05:00:00,-0.102,0,NA,NA,NA,NA,NA,NA
170,12/12/2021 05:10:00,-0.102,0,NA,NA,NA,NA,NA,NA
171,12/12/2021 05:20:00,-0.213,0,NA,NA,NA,NA,NA,NA
172,12/12/2021 05:30:00,-0.325,0,NA,NA,NA,NA,NA,NA
173,12/12/2021 05:40:00,-0.325,0,NA,NA,NA,NA,NA,NA
174,12/12/2021 05:50:00,-0.325,0,NA,NA,NA,NA,NA,NA
175,12/12/2021 06:00:00,-0.325,0,NA,NA,NA,NA,NA,NA
176,12/12/2021 06:10:00,-0.437,0,NA,NA,NA,NA,NA,NA
177,12/12/2021 06:20:00,-0.437,0,NA,NA,NA,NA,NA,NA
178,12/12/2021 06:30:00,-0.549,0,NA,NA,NA,NA,NA,NA
179,12/12/2021 06:40:00,-0.662,0,NA,NA,NA,NA,NA,NA
180,12/12/2021 06:50:00,-0.549,0,NA,NA,NA,NA,NA,NA
181,12/12/2021 07:00:00,-0.549,0,NA,NA,NA,NA,NA,NA
182,12/12/2021 07:10:00,-0.549,0,NA,NA,NA,NA,NA,NA
183,12/12/2021 07:20:00,-0.774,0,NA,NA,NA,NA,NA,NA
184,12/12/2021 07:30:00,-0.774,0,NA,NA,NA,NA,NA,NA
185,12/12/2021 07:40:00,-0.662,0,NA,NA,NA,NA,NA,NA
186,12/12/2021 07:50:00,-0.662,10.8,NA,NA,NA,NA,NA,NA
187,12/12/2021 08:00:00,-0.437,64.6,NA,NA,NA,NA,NA,NA
188,12/12/2021 08:10:00,-0.437,215.3,NA,NA,NA,NA,NA,NA
189,12/12/2021 08:20:00,-0.102,301.4,NA,NA,NA,NA,NA,NA
190,12/12/2021 08:30:00,0.121,538.2,NA,NA,NA,NA,NA,NA
191,12/12/2021 08:40:00,0.232,914.9,NA,NA,NA,NA,NA,NA
192,12/12/2021 08:50:00,0.343,1173.3,NA,NA,NA,NA,NA,NA
193,12/12/2021 09:00:00,0.674,1270.1,NA,NA,NA,NA,NA,NA
194,12/12/2021 09:10:00,0.784,1237.9,NA,NA,NA,NA,NA,NA
195,12/12/2021 09:20:00,1.003,1722.2,NA,NA,NA,NA,NA,NA
196,12/12/2021 09:30:00,1.221,2411.1,NA,NA,NA,NA,NA,NA
197,12/12/2021 09:40:00,1.548,2755.6,NA,NA,NA,NA,NA,NA
198,12/12/2021 09:50:00,1.872,2669.5,NA,NA,NA,NA,NA,NA
199,12/12/2021 10:00:00,1.764,2927.8,NA,NA,NA,NA,NA,NA
200,12/12/2021 10:10:00,1.98,2755.6,NA,NA,NA,NA,NA,NA
201,12/12/2021 10:20:00,2.195,3100,NA,NA,NA,NA,NA,NA
202,12/12/2021 10:30:00,2.41,3788.9,NA,NA,NA,NA,NA,NA
203,12/12/2021 10:40:00,2.73,3788.9,NA,NA,NA,NA,NA,NA
204,12/12/2021 10:50:00,3.049,3788.9,NA,NA,NA,NA,NA,NA
205,12/12/2021 11:00:00,3.261,4133.4,NA,NA,NA,NA,NA,NA
206,12/12/2021 11:10:00,3.578,4133.4,NA,NA,NA,NA,NA,NA
207,12/12/2021 11:20:00,3.788,4133.4,NA,NA,NA,NA,NA,NA
208,12/12/2021 11:30:00,3.998,4133.4,NA,NA,NA,NA,NA,NA
209,12/12/2021 11:40:00,4.207,3961.1,NA,NA,NA,NA,NA,NA
210,12/12/2021 11:50:00,4.415,3616.7,NA,NA,NA,NA,NA,NA
211,12/12/2021 12:00:00,4.311,3788.9,NA,NA,NA,NA,NA,NA
212,12/12/2021 12:10:00,4.623,3616.7,NA,NA,NA,NA,NA,NA
213,12/12/2021 12:20:00,4.934,3616.7,NA,NA,NA,NA,NA,NA
214,12/12/2021 12:30:00,5.244,3616.7,NA,NA,NA,NA,NA,NA
215,12/12/2021 12:40:00,5.45,4477.8,NA,NA,NA,NA,NA,NA
216,12/12/2021 12:50:00,5.655,4477.8,NA,NA,NA,NA,NA,NA
217,12/12/2021 13:00:00,5.962,4477.8,NA,NA,NA,NA,NA,NA
218,12/12/2021 13:10:00,6.37,5166.7,NA,NA,NA,NA,NA,NA
219,12/12/2021 13:20:00,6.674,5166.7,NA,NA,NA,NA,NA,NA
220,12/12/2021 13:30:00,6.573,4133.4,NA,NA,NA,NA,NA,NA
221,12/12/2021 13:40:00,6.268,3961.1,NA,NA,NA,NA,NA,NA
222,12/12/2021 13:50:00,6.268,3444.5,NA,NA,NA,NA,NA,NA
223,12/12/2021 14:00:00,6.37,3444.5,NA,NA,NA,NA,NA,NA
224,12/12/2021 14:10:00,6.471,2927.8,NA,NA,NA,NA,NA,NA
225,12/12/2021 14:20:00,6.471,2325,NA,NA,NA,NA,NA,NA
226,12/12/2021 14:30:00,6.37,1894.5,NA,NA,NA,NA,NA,NA
227,12/12/2021 14:40:00,6.268,1980.6,NA,NA,NA,NA,NA,NA
228,12/12/2021 14:50:00,6.268,2152.8,NA,NA,NA,NA,NA,NA
229,12/12/2021 15:00:00,6.268,1808.3,NA,NA,NA,NA,NA,NA
230,12/12/2021 15:10:00,6.268,1808.3,NA,NA,NA,NA,NA,NA
231,12/12/2021 15:20:00,6.37,1808.3,NA,NA,NA,NA,NA,NA
232,12/12/2021 15:30:00,6.37,1184,NA,NA,NA,NA,NA,NA
233,12/12/2021 15:40:00,6.268,473.6,NA,NA,NA,NA,NA,NA
234,12/12/2021 15:50:00,6.166,570.5,NA,NA,NA,NA,NA,NA
235,12/12/2021 16:00:00,6.166,1280.9,NA,NA,NA,NA,NA,NA
236,12/12/2021 16:10:00,6.166,1162.5,NA,NA,NA,NA,NA,NA
237,12/12/2021 16:20:00,5.962,516.7,NA,NA,NA,NA,NA,NA
238,12/12/2021 16:30:00,5.86,226,NA,NA,NA,NA,NA,NA
239,12/12/2021 16:40:00,5.655,118.4,NA,NA,NA,NA,NA,NA
240,12/12/2021 16:50:00,5.552,21.5,NA,NA,NA,NA,NA,NA
241,12/12/2021 17:00:00,5.45,0,NA,NA,NA,NA,NA,NA
242,12/12/2021 17:10:00,5.347,0,NA,NA,NA,NA,NA,NA
243,12/12/2021 17:20:00,5.347,0,NA,NA,NA,NA,NA,NA
244,12/12/2021 17:30:00,5.141,0,NA,NA,NA,NA,NA,NA
245,12/12/2021 17:40:00,5.037,0,NA,NA,NA,NA,NA,NA
246,12/12/2021 17:50:00,4.934,0,NA,NA,NA,NA,NA,NA
247,12/12/2021 18:00:00,4.727,0,NA,NA,NA,NA,NA,NA
248,12/12/2021 18:10:00,4.727,0,NA,NA,NA,NA,NA,NA
249,12/12/2021 18:20:00,4.623,0,NA,NA,NA,NA,NA,NA
250,12/12/2021 18:30:00,4.519,0,NA,NA,NA,NA,NA,NA
251,12/12/2021 18:40:00,4.623,0,NA,NA,NA,NA,NA,NA
252,12/12/2021 18:50:00,4.519,0,NA,NA,NA,NA,NA,NA
253,12/12/2021 19:00:00,4.519,0,NA,NA,NA,NA,NA,NA
254,12/12/2021 19:10:00,4.415,0,NA,NA,NA,NA,NA,NA
255,12/12/2021 19:20:00,4.311,0,NA,NA,NA,NA,NA,NA
256,12/12/2021 19:30:00,4.415,0,NA,NA,NA,NA,NA,NA
257,12/12/2021 19:40:00,4.311,0,NA,NA,NA,NA,NA,NA
258,12/12/2021 19:50:00,4.311,0,NA,NA,NA,NA,NA,NA
259,12/12/2021 20:00:00,4.311,0,NA,NA,NA,NA,NA,NA
260,12/12/2021 20:10:00,4.311,0,NA,NA,NA,NA,NA,NA
261,12/12/2021 20:20:00,4.415,0,NA,NA,NA,NA,NA,NA
262,12/12/2021 20:30:00,4.415,0,NA,NA,NA,NA,NA,NA
263,12/12/2021 20:40:00,4.415,0,NA,NA,NA,NA,NA,NA
264,12/12/2021 20:50:00,4.415,0,NA,NA,NA,NA,NA,NA
265,12/12/2021 21:00:00,4.415,0,NA,NA,NA,NA,NA,NA
266,12/12/2021 21:10:00,4.519,0,NA,NA,NA,NA,NA,NA
267,12/12/2021 21:20:00,4.519,0,NA,NA,NA,NA,NA,NA
268,12/12/2021 21:30:00,4.415,0,NA,NA,NA,NA,NA,NA
269,12/12/2021 21:40:00,4.519,0,NA,NA,NA,NA,NA,NA
270,12/12/2021 21:50:00,4.415,0,NA,NA,NA,NA,NA,NA
271,12/12/2021 22:00:00,4.415,0,NA,NA,NA,NA,NA,NA
272,12/12/2021 22:10:00,4.415,0,NA,NA,NA,NA,NA,NA
273,12/12/2021 22:20:00,4.415,0,NA,NA,NA,NA,NA,NA
274,12/12/2021 22:30:00,4.415,0,NA,NA,NA,NA,NA,NA
275,12/12/2021 22:40:00,4.415,0,NA,NA,NA,NA,NA,NA
276,12/12/2021 22:50:00,4.415,0,NA,NA,NA,NA,NA,NA
277,12/12/2021 23:00:00,4.415,0,NA,NA,NA,NA,NA,NA
278,12/12/2021 23:10:00,4.519,0,NA,NA,NA,NA,NA,NA
279,12/12/2021 23:20:00,4.519,0,NA,NA,NA,NA,NA,NA
280,12/12/2021 23:30:00,4.519,0,NA,NA,NA,NA,NA,NA
281,12/12/2021 23:40:00,4.519,0,NA,NA,NA,NA,NA,NA
282,12/12/2021 23:50:00,4.519,0,NA,NA,NA,NA,NA,NA
283,13/12/2021 00:00:00,4.519,0,NA,NA,NA,NA,NA,NA
284,13/12/2021 00:10:00,4.519,0,NA,NA,NA,NA,NA,NA
285,13/12/2021 00:20:00,4.519,0,NA,NA,NA,NA,NA,NA
286,13/12/2021 00:30:00,4.623,0,NA,NA,NA,NA,NA,NA
287,13/12/2021 00:40:00,4.727,0,NA,NA,NA,NA,NA,NA
288,13/12/2021 00:50:00,4.623,0,NA,NA,NA,NA,NA,NA
289,13/12/2021 01:00:00,4.623,0,NA,NA,NA,NA,NA,NA
290,13/12/2021 01:10:00,4.623,0,NA,NA,NA,NA,NA,NA
291,13/12/2021 01:20:00,4.623,0,NA,NA,NA,NA,NA,NA
292,13/12/2021 01:30:00,4.727,0,NA,NA,NA,NA,NA,NA
293,13/12/2021 01:40:00,4.727,0,NA,NA,NA,NA,NA,NA
294,13/12/2021 01:50:00,4.727,0,NA,NA,NA,NA,NA,NA
295,13/12/2021 02:00:00,4.727,0,NA,NA,NA,NA,NA,NA
296,13/12/2021 02:10:00,4.727,0,NA,NA,NA,NA,NA,NA
297,13/12/2021 02:20:00,4.727,0,NA,NA,NA,NA,NA,NA
298,13/12/2021 02:30:00,4.727,0,NA,NA,NA,NA,NA,NA
299,13/12/2021 02:40:00,4.727,0,NA,NA,NA,NA,NA,NA
300,13/12/2021 02:50:00,4.727,0,NA,NA,NA,NA,NA,NA
301,13/12/2021 03:00:00,4.727,0,NA,NA,NA,NA,NA,NA
302,13/12/2021 03:10:00,4.623,0,NA,NA,NA,NA,NA,NA
303,13/12/2021 03:20:00,4.623,0,NA,NA,NA,NA,NA,NA
304,13/12/2021 03:30:00,4.623,0,NA,NA,NA,NA,NA,NA
305,13/12/2021 03:40:00,4.623,0,NA,NA,NA,NA,NA,NA
306,13/12/2021 03:50:00,4.727,0,NA,NA,NA,NA,NA,NA
307,13/12/2021 04:00:00,4.623,0,NA,NA,NA,NA,NA,NA
308,13/12/2021 04:10:00,4.415,0,NA,NA,NA,NA,NA,NA
309,13/12/2021 04:20:00,4.102,0,NA,NA,NA,NA,NA,NA
310,13/12/2021 04:30:00,3.998,0,NA,NA,NA,NA,NA,NA
311,13/12/2021 04:40:00,3.788,0,NA,NA,NA,NA,NA,NA
312,13/12/2021 04:50:00,3.472,0,NA,NA,NA,NA,NA,NA
313,13/12/2021 05:00:00,3.261,0,NA,NA,NA,NA,NA,NA
314,13/12/2021 05:10:00,2.943,0,NA,NA,NA,NA,NA,NA
315,13/12/2021 05:20:00,2.837,0,NA,NA,NA,NA,NA,NA
316,13/12/2021 05:30:00,2.73,0,NA,NA,NA,NA,NA,NA
317,13/12/2021 05:40:00,2.624,0,NA,NA,NA,NA,NA,NA
318,13/12/2021 05:50:00,2.517,0,NA,NA,NA,NA,NA,NA
319,13/12/2021 06:00:00,2.517,0,NA,NA,NA,NA,NA,NA
320,13/12/2021 06:10:00,2.517,0,NA,NA,NA,NA,NA,NA
321,13/12/2021 06:20:00,2.303,0,NA,NA,NA,NA,NA,NA
322,13/12/2021 06:30:00,2.195,0,NA,NA,NA,NA,NA,NA
323,13/12/2021 06:40:00,2.088,0,NA,NA,NA,NA,NA,NA
324,13/12/2021 06:50:00,2.088,0,NA,NA,NA,NA,NA,NA
325,13/12/2021 07:00:00,1.98,0,NA,NA,NA,NA,NA,NA
326,13/12/2021 07:10:00,1.98,0,NA,NA,NA,NA,NA,NA
327,13/12/2021 07:20:00,1.872,0,NA,NA,NA,NA,NA,NA
328,13/12/2021 07:30:00,1.764,0,NA,NA,NA,NA,NA,NA
329,13/12/2021 07:40:00,1.764,0,NA,NA,NA,NA,NA,NA
330,13/12/2021 07:50:00,1.764,0,NA,NA,NA,NA,NA,NA
331,13/12/2021 08:00:00,1.764,43.1,NA,NA,NA,NA,NA,NA
332,13/12/2021 08:10:00,1.656,139.9,NA,NA,NA,NA,NA,NA
333,13/12/2021 08:20:00,1.764,236.8,NA,NA,NA,NA,NA,NA
334,13/12/2021 08:30:00,1.764,366,NA,NA,NA,NA,NA,NA
335,13/12/2021 08:40:00,1.764,452.1,NA,NA,NA,NA,NA,NA
336,13/12/2021 08:50:00,1.764,753.5,NA,NA,NA,NA,NA,NA
337,13/12/2021 09:00:00,1.872,1377.8,NA,NA,NA,NA,NA,NA
338,13/12/2021 09:10:00,1.98,1894.5,NA,NA,NA,NA,NA,NA
339,13/12/2021 09:20:00,2.195,2669.5,NA,NA,NA,NA,NA,NA
340,13/12/2021 09:30:00,2.624,3272.2,NA,NA,NA,NA,NA,NA
341,13/12/2021 09:40:00,2.73,3100,NA,NA,NA,NA,NA,NA
342,13/12/2021 09:50:00,3.049,3272.2,NA,NA,NA,NA,NA,NA
343,13/12/2021 10:00:00,3.261,3444.5,NA,NA,NA,NA,NA,NA
344,13/12/2021 10:10:00,3.578,3616.7,NA,NA,NA,NA,NA,NA
345,13/12/2021 10:20:00,3.788,3788.9,NA,NA,NA,NA,NA,NA
346,13/12/2021 10:30:00,3.788,3788.9,NA,NA,NA,NA,NA,NA
347,13/12/2021 10:40:00,3.998,3961.1,NA,NA,NA,NA,NA,NA
348,13/12/2021 10:50:00,4.311,4133.4,NA,NA,NA,NA,NA,NA
349,13/12/2021 11:00:00,4.623,4133.4,NA,NA,NA,NA,NA,NA
